SnO2 ● Tin Oxide
Wavelength = 0.9764Å
40.55	8.69
40.575	6.53
40.6	5.23
40.625	4.36
40.65	3.72
40.675	3.23
40.7	2.83
40.725	2.5
40.75	2.23
40.775	2.0
40.8	1.81
40.825	1.64
40.85	1.52
40.875	1.39
40.9	1.29
40.925	1.19
40.95	1.11
40.975	1.03
41.0	0.96
41.025	0.9
41.05	0.85
41.075	0.8
41.1	0.76
41.125	0.71
41.15	0.68
41.175	0.64
41.2	0.61
41.225	0.58
41.25	0.56
41.275	0.53
41.3	0.51
41.325	0.49
41.35	0.47
41.375	0.45
41.4	0.44
41.425	0.42
41.45	0.41
41.475	0.39
41.5	0.38
41.525	0.37
41.55	0.36
41.575	0.35
41.6	0.32
41.625	0.31
41.65	0.3
41.675	0.3
41.7	0.29
41.725	0.28
41.75	0.28
41.775	0.27
41.8	0.27
41.825	0.26
